Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Private Function,"nlohmann::detail::binary_writer::write_bson_string(const nlohmann::detail::binary_writer::string_t &,const nlohmann::detail::binary_writer::string_t &)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::binary_writer::write_bson_unsigned(const nlohmann::detail::binary_writer::string_t &,const int)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"nlohmann::detail::binary_writer::write_cbor(const BasicJsonType &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"nlohmann::detail::binary_writer::write_msgpack(const BasicJsonType &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"nlohmann::detail::binary_writer::write_ubjson(const BasicJsonType &,const bool,const bool,const bool)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"nlohmann::detail::combine(int,int)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Struct Template,"nlohmann::detail::conjunction",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,,,,,0,0,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
Struct Template,"nlohmann::detail::conjunction<type-parameter-0-0, type-parameter-0-1...>",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,3,2,0,0,0,0,,,,,0,0,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
Struct Template,"nlohmann::detail::conjunction<type-parameter-0-0>",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,,,,,0,0,0,0,,,,,,0,0,0,0,,1,0,,0,0.00,0,0,0,0
Struct Template,"nlohmann::detail::detector",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,5,0,5,1,0,0,0,0,,,,,1,1,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
Function,"nlohmann::detail::dtoa_impl::append_exponent(char *,int)",,,,3,37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,42,3,37,2,20,2,0,0,2,6,1,17,18,1,0,17,4,4,4,1,3,,,,,0,,1,0,,0.05,,,,
Struct,"nlohmann::detail::dtoa_impl::boundaries",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,6,0,6,1,0,0,0,0,,,,,3,3,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
Struct,"nlohmann::detail::dtoa_impl::cached_power",0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,3,2,0,0,2,3,3,0,0,0,0,3,,6,0,6,1,0,1,0,0,,,,,6,6,0,0,,,,,,0,0,0,0,,0,0,,100,0.17,0,0,0,0
Function Template,"nlohmann::detail::dtoa_impl::compute_boundaries(FloatType)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Struct,"nlohmann::detail::dtoa_impl::diyfp",3,9,6,21,51,48,1,1,1,1,17,3,9,6,0,0,0,,4,1,,,,,4,1,0,0,1,8,8,0,0,0,0,8,,117,21,51,22,3,48,0,0,,,,,46,45,0,1,,,,,,1,1,1,1,,0,0,,87,0.94,5,5,5,5
Public Function,"nlohmann::detail::dtoa_impl::diyfp::diyfp(int,int)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function,"nlohmann::detail::dtoa_impl::diyfp::mul(const nlohmann::detail::dtoa_impl::diyfp &,const nlohmann::detail::dtoa_impl::diyfp &)",,,,10,21,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,10,21,16,0,30,0,0,1,1,0,18,16,16,0,0,1,1,1,1,0,,,,,0,,0,0,,1.43,,,,
Public Static Function,"nlohmann::detail::dtoa_impl::diyfp::normalize(nlohmann::detail::dtoa_impl::diyfp)",,,,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,2,10,1,1,0,0,0,2,1,0,4,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function,"nlohmann::detail::dtoa_impl::diyfp::normalize_to(const nlohmann::detail::dtoa_impl::diyfp &,const int)",,,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,2,7,2,1,0,0,0,1,1,0,4,1,1,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function,"nlohmann::detail::dtoa_impl::diyfp::sub(const nlohmann::detail::dtoa_impl::diyfp &,const nlohmann::detail::dtoa_impl::diyfp &)",,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,6,1,0,0,0,0,1,1,0,3,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"nlohmann::detail::dtoa_impl::find_largest_pow10(const int,int &)",,,,0,53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,55,0,53,1,19,2,0,0,1,10,1,20,19,0,0,19,10,10,10,10,9,,,,,9,,1,9,,0.04,,,,
Function,"nlohmann::detail::dtoa_impl::format_buffer(char *,int,int,int,int)",,,,13,44,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,71,13,44,4,20,14,0,0,3,5,1,23,19,2,0,17,5,5,8,4,4,,,,,3,,1,3,,0.32,,,,
Function,"nlohmann::detail::dtoa_impl::get_cached_power_for_binary_exponent(int)",,,,7,100,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,159,7,100,8,6,52,0,0,2,1,0,14,8,7,0,1,1,1,1,1,0,,,,,0,,0,0,,0.52,,,,
Function Template,"nlohmann::detail::dtoa_impl::grisu2(char *,int &,int &,FloatType)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"nlohmann::detail::dtoa_impl::grisu2(char *,int &,int &,nlohmann::detail::dtoa_impl::diyfp,nlohmann::detail::dtoa_impl::diyfp,nlohmann::detail::dtoa_impl::diyfp)",,,,7,16,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,53,7,16,9,6,32,0,0,7,1,0,11,9,7,0,2,1,1,1,1,0,,,,,0,,0,0,,2.00,,,,
Function,"nlohmann::detail::dtoa_impl::grisu2_digit_gen(char *,int &,int &,nlohmann::detail::dtoa_impl::diyfp,nlohmann::detail::dtoa_impl::diyfp,nlohmann::detail::dtoa_impl::diyfp)",,,,24,57,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,234,24,57,18,10,163,0,0,1,7,1,43,30,18,3,9,5,5,5,5,5,,,,,5,,2,5,,2.86,,,,
Function,"nlohmann::detail::dtoa_impl::grisu2_round(char *,int,int,int,int,int)",,,,3,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,3,16,2,0,17,0,0,0,1,0,7,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,1.06,,,,
Function Template,"nlohmann::detail::dtoa_impl::reinterpret_bits(const Source)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"nlohmann::detail::exception",0,3,0,4,19,3,1,1,1,1,3,0,3,0,0,0,5,,1,0,,,,,6,1,0,0,1,7,7,1,0,0,2,5,,26,4,19,3,1,3,0,0,,,,,12,12,0,0,,,,,,1,1,1,1,,0,0,,85,0.16,3,3,3,3
Protected Function,"nlohmann::detail::exception::exception(int,const char *)",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Protected Static Function,"nlohmann::detail::exception::name(const int &,int)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"nlohmann::detail::exception::what()",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function Template,"nlohmann::detail::external_constructor::construct(BasicJsonType &,const typename BasicJsonType::array_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function Template,"nlohmann::detail::external_constructor::construct(BasicJsonType &,const typename BasicJsonType::binary_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function Template,"nlohmann::detail::external_constructor::construct(BasicJsonType &,const typename BasicJsonType::object_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function Template,"nlohmann::detail::external_constructor::construct(BasicJsonType &,const typename BasicJsonType::string_t &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function Template,"nlohmann::detail::external_constructor::construct(BasicJsonType &,typename BasicJsonType::array_t &&)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function Template,"nlohmann::detail::external_constructor::construct(BasicJsonType &,typename BasicJsonType::binary_t &&)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function Template,"nlohmann::detail::external_constructor::construct(BasicJsonType &,typename BasicJsonType::boolean_t)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function Template,"nlohmann::detail::external_constructor::construct(BasicJsonType &,typename BasicJsonType::number_float_t)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function Template,"nlohmann::detail::external_constructor::construct(BasicJsonType &,typename BasicJsonType::number_integer_t)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function Template,"nlohmann::detail::external_constructor::construct(BasicJsonType &,typename BasicJsonType::number_unsigned_t)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function Template,"nlohmann::detail::external_constructor::construct(BasicJsonType &,typename BasicJsonType::object_t &&)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Static Function Template,"nlohmann::detail::external_constructor::construct(BasicJsonType &,typename BasicJsonType::string_t &&)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Struct,"nlohmann::detail::external_constructor<nlohmann::detail::value_t::array>",0,1,0,4,54,0,1,1,1,1,1,0,1,0,0,0,0,,2,0,,,,,0,0,0,0,0,2,2,0,0,0,0,2,,58,4,54,3,1,0,0,0,,,,,4,4,0,0,,,,,,1,1,1,1,,0,0,,0,0.00,2,2,2,2
Struct,"nlohmann::detail::external_constructor<nlohmann::detail::value_t::binary>",0,1,0,1,20,0,1,1,1,1,1,0,1,0,0,0,0,,2,0,,,,,0,0,0,0,0,2,2,0,0,0,0,2,,21,1,20,3,1,0,0,0,,,,,4,4,0,0,,,,,,1,1,1,1,,0,0,,0,0.00,2,2,2,2
Struct,"nlohmann::detail::external_constructor<nlohmann::detail::value_t::boolean>",0,1,0,0,11,0,1,1,1,1,1,0,1,0,0,0,0,,1,0,,,,,0,0,0,0,0,1,1,0,0,0,0,1,,11,0,11,2,1,0,0,0,,,,,2,2,0,0,,,,,,1,1,1,1,,0,0,,0,0.00,1,1,1,1
Struct,"nlohmann::detail::external_constructor<nlohmann::detail::value_t::number_float>",0,1,0,0,11,0,1,1,1,1,1,0,1,0,0,0,0,,1,0,,,,,0,0,0,0,0,1,1,0,0,0,0,1,,11,0,11,2,1,0,0,0,,,,,2,2,0,0,,,,,,1,1,1,1,,0,0,,0,0.00,1,1,1,1
Struct,"nlohmann::detail::external_constructor<nlohmann::detail::value_t::number_integer>",0,1,0,0,11,0,1,1,1,1,1,0,1,0,0,0,0,,1,0,,,,,0,0,0,0,0,1,1,0,0,0,0,1,,11,0,11,2,1,0,0,0,,,,,2,2,0,0,,,,,,1,1,1,1,,0,0,,0,0.00,1,1,1,1
Struct,"nlohmann::detail::external_constructor<nlohmann::detail::value_t::number_unsigned>",0,1,0,0,11,0,1,1,1,1,1,0,1,0,0,0,0,,1,0,,,,,0,0,0,0,0,1,1,0,0,0,0,1,,11,0,11,2,1,0,0,0,,,,,2,2,0,0,,,,,,1,1,1,1,,0,0,,0,0.00,1,1,1,1
Struct,"nlohmann::detail::external_constructor<nlohmann::detail::value_t::object>",0,1,0,3,28,0,1,1,1,1,1,0,1,0,0,0,0,,2,0,,,,,0,0,0,0,0,2,2,0,0,0,0,2,,31,3,28,3,1,0,0,0,,,,,4,4,0,0,,,,,,1,1,1,1,,0,0,,0,0.00,2,2,2,2
Struct,"nlohmann::detail::external_constructor<nlohmann::detail::value_t::string>",0,1,0,2,27,0,1,1,1,1,1,0,1,0,0,0,0,,2,0,,,,,0,0,0,0,0,2,2,0,0,0,0,2,,29,2,27,3,1,0,0,0,,,,,4,4,0,0,,,,,,1,1,1,1,,0,0,,0,0.00,2,2,2,2
Class,"nlohmann::detail::file_input_adapter",0,4,0,4,19,2,1,1,1,1,4,0,4,0,0,0,0,,0,0,,,,,5,0,0,0,0,5,5,0,0,0,0,5,,25,4,19,2,0,2,0,0,,,,,8,8,0,0,,,,,,1,1,1,1,,0,0,,0,0.11,1,1,1,1
Explicit Public Function,"nlohmann::detail::file_input_adapter::file_input_adapter(int *)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function Template,"nlohmann::detail::from_json(const BasicJsonType &,int)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function Template,"nlohmann::detail::get(const nlohmann::detail::iteration_proxy_value<IteratorType> &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function Template,"nlohmann::detail::get(const nlohmann::detail::iteration_proxy_value<IteratorType> &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Struct Template,"nlohmann::detail::has_from_json",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,,,,,0,0,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
Struct Template,"nlohmann::detail::has_non_default_from_json",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,,,,,0,0,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
Struct Template,"nlohmann::detail::has_to_json",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,,,,,0,0,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
Function Template,"nlohmann::detail::hash(const BasicJsonType &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function Template,"nlohmann::detail::input_adapter(const ContainerType &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"nlohmann::detail::input_adapter(int &&)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"nlohmann::detail::input_adapter(int &)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"nlohmann::detail::input_adapter(int *)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"nlohmann::detail::input_adapter(int,int)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,1,0,0,0,0,1,1,0,2,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"nlohmann::detail::input_stream_adapter",0,5,0,6,35,8,1,1,1,1,5,0,5,0,0,0,0,,0,0,,,,,6,0,0,0,0,6,6,0,0,0,0,6,,49,6,35,4,0,8,0,0,,,,,11,10,0,1,,,,,,2,2,2,1,,0,1,,0,0.23,4,4,4,3
Explicit Public Function,"nlohmann::detail::input_stream_adapter::input_stream_adapter(int &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"nlohmann::detail::input_stream_adapter::input_stream_adapter(nlohmann::detail::input_stream_adapter &&)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,1,0,0,0,0,0,1,0,2,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"nlohmann::detail::input_stream_adapter::~input_stream_adapter()",,,,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,7,1,0,2,0,0,0,2,0,1,1,0,0,1,2,2,2,1,0,,,,,0,,1,0,,0.29,,,,
Function Template,"nlohmann::detail::int_to_string(string_type &,int)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Struct Template,"nlohmann::detail::internal_iterator",0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,2,0,0,2,0,0,0,0,0,0,0,,9,0,6,1,0,3,0,0,,,,,3,3,0,0,,,,,,0,0,0,0,,0,0,,0,0.50,0,0,0,0
Class,"nlohmann::detail::invalid_iterator",0,4,0,1,13,0,1,1,1,1,4,0,4,0,1,0,0,,1,0,,,,,3,0,0,0,0,4,11,0,0,1,0,3,,14,1,13,4,1,0,0,0,,,,,8,8,0,0,,,,,,1,1,1,1,,1,0,,0,0.00,2,2,2,2
Public Static Function,"nlohmann::detail::invalid_iterator::create(int,const int &)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,2,0,0,0,0,1,1,0,2,1,1,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"nlohmann::detail::invalid_iterator::invalid_iterator(int,const char *)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Struct Template,"nlohmann::detail::is_basic_json",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,,,,,0,0,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
Struct Template,"nlohmann::detail::is_compatible_array_type",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,2,1,0,0,0,0,,,,,0,0,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
Struct Template,"nlohmann::detail::is_compatible_array_type_impl",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,,,,,0,0,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
Struct Template,"nlohmann::detail::is_compatible_integer_type",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,3,1,0,0,0,0,,,,,0,0,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
Struct Template,"nlohmann::detail::is_compatible_integer_type_impl",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,,,,,0,0,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
